Tunniste	Laji	Luokka 2019	Eliöryhmä
MX.232056	Thrips discolor	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232057	Thrips flavus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232058	Thrips fuscipennis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232059	Thrips klapaleki	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232060	Thrips major	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232061	Thrips menyanthidis	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232062	Thrips nigropilosus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232063	Thrips pini	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232064	Thrips praetermissus	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232065	Thrips robustus	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.232066	Thrips sambuci	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232067	Thrips tabaci	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232068	Thrips trehernei	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232070	Thrips urticae	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232071	Thrips validus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232072	Thrips viminalis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232073	Thrips vulgatissimus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232199	Thrips physapus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232247	Thrips alni	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232248	Thrips angusticeps	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232249	Thrips atratus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232250	Thrips brevicornis	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232251	Thrips calcaratus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232252	Thrips conferticornis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.321965	Thrips albopilosus	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232075	Iridothrips iridis	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232077	Bolacothrips jordani	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.232079	Baliothrips dispar	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232082	Firmothrips firmus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232084	Chirothrips hamatus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232085	Chirothrips manicatus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232086	Chirothrips pallidicornis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232200	Chirothrips ambulans	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232088	Odontothrips biuncus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232089	Odontothrips intermedius	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232090	Odontothrips loti	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232091	Odontothrips phaleratus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232094	Pezothrips frontalis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232096	Ceratothrips ericae	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232098	Taeniothrips inconsequens	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232099	Taeniothrips picipes	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232101	Tmetothrips subapterus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232104	Theilopedothrips pilosus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232106	Platythrips tunicatus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232108	Ctenothrips distinctus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232110	Oxythrips ajugae	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232111	Oxythrips bicolor	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232112	Oxythrips ulmifoliorum	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232114	Limothrips cerealium	NA – Arviointiin soveltumattomat	Ripsiäiset, Thysanoptera
MX.232115	Limothrips denticornis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232117	Belothrips morio	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232201	Belothrips acuminatus	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.232119	Dictyothrips betae	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232121	Prosopothrips vejdovskyi	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.232123	Apterothrips secticornis	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232126	Rubiothrips ferrugineus	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.232127	Rubiothrips silvarum	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232129	Anaphothrips gracillimus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232130	Anaphothrips obscurus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.4994299	Anaphothrips badius	NA – Arviointiin soveltumattomat	Ripsiäiset, Thysanoptera
MX.232132	Aptinothrips elegans	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.232133	Aptinothrips rufus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232134	Aptinothrips stylifer	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232198	Drepanothrips reuteri	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232235	Mycterothrips annulicornis	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.232236	Mycterothrips consociatus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232237	Mycterothrips latus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232238	Mycterothrips salicis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232240	Scolothrips longicornis	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232242	Kakothrips robustus	DD – Puutteellisesti tunnetut	Ripsiäiset, Thysanoptera
MX.4994302	Stenothrips graminum	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232208	Rhipidothrips niveipennis	NT – Silmälläpidettävät	Ripsiäiset, Thysanoptera
MX.4994303	Rhipidothrips brunneus	NA – Arviointiin soveltumattomat	Ripsiäiset, Thysanoptera
MX.232197	Aeolothrips vittatus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232210	Aeolothrips albicinctus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232211	Aeolothrips ericae	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232212	Aeolothrips fasciatus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232213	Aeolothrips intermedius	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232214	Aeolothrips melaleucus	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.232215	Aeolothrips versicolor	LC – Elinvoimaiset	Ripsiäiset, Thysanoptera
MX.53053	Cacopsylla melanoneura	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228769	Cacopsylla mali	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228770	Cacopsylla peregrina	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228771	Cacopsylla sorbi	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228772	Cacopsylla ulmi	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228774	Cacopsylla affinis	RE – Suomesta hävinneet	Kempit, Psyllomorpha
MX.228775	Cacopsylla picta	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228777	Cacopsylla pruni	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228778	Cacopsylla pyricola	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228779	Cacopsylla pyrisuga	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228780	Cacopsylla rhamnicola – orapaatsamakemppi	EN – Erittäin uhanalaiset	Kempit, Psyllomorpha
MX.228782	Cacopsylla abdominalis	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228783	Cacopsylla ambigua	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228784	Cacopsylla brunneipennis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228786	Cacopsylla corcontum	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228787	Cacopsylla elegantula	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228788	Cacopsylla hippophaes	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228789	Cacopsylla ledi	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228790	Cacopsylla moscovita	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228792	Cacopsylla myrtilli	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228793	Cacopsylla nigrita	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228794	Cacopsylla palmeni	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228795	Cacopsylla parvipennis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228796	Cacopsylla propinqua	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228797	Cacopsylla pulchra	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228798	Cacopsylla pyri	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228799	Cacopsylla rhododendri – alppiruusukemppi	VU – Vaarantuneet	Kempit, Psyllomorpha
MX.228800	Cacopsylla zaicevi	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228802	Cacopsylla zetterstedti	VU – Vaarantuneet	Kempit, Psyllomorpha
MX.228759	Psylla alni	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228760	Psylla betulae	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228761	Psylla betulaenanae	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228762	Psylla fusca	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228756	Psyllopsis discrepans	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228757	Psyllopsis fraxini	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228758	Psyllopsis fraxinicola	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.52988	Asphagidella buxi	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228766	Baeopelma foersteri	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228768	Chamaepsylla hartigii	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.4993744	Spanioneura fonscolombii	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228716	Livia junci	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228719	Livia crefeldensis	RE – Suomesta hävinneet	Kempit, Psyllomorpha
MX.228722	Strophingia ericae	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228724	Rhinocola aceris	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228726	Aphalara affinis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228727	Aphalara avicularis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228728	Aphalara borealis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228729	Aphalara calthae	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228730	Aphalara crispicola	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228732	Aphalara exilis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228733	Aphalara freji	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228735	Aphalara longicaudata	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228736	Aphalara maculipennis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228737	Aphalara polygoni	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228739	Aphalara ulicis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228743	Craspedolepta latior	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228744	Craspedolepta malachitica	EN – Erittäin uhanalaiset	Kempit, Psyllomorpha
MX.228745	Craspedolepta pilosa	NT – Silmälläpidettävät	Kempit, Psyllomorpha
MX.228748	Craspedolepta nebulosa	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228749	Craspedolepta nervosa	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228750	Craspedolepta sonchi	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.4993738	Craspedolepta flavipennis	DD – Puutteellisesti tunnetut	Kempit, Psyllomorpha
MX.4993739	Craspedolepta crispati	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228752	Neocraspedolepta subpunctata	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228754	Camarotoscena speciosa	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228805	Bactericera acutipennis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228806	Bactericera albiventris	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228807	Bactericera bohemica	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228808	Bactericera calcarata – paahdekemppi	NT – Silmälläpidettävät	Kempit, Psyllomorpha
MX.228809	Bactericera curvatinervis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228810	Bactericera femoralis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228811	Bactericera nigricornis	RE – Suomesta hävinneet	Kempit, Psyllomorpha
MX.228812	Bactericera parastriola	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228813	Bactericera reuteri	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228814	Bactericera salicivora	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228815	Bactericera striola	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228816	Bactericera substriola	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228818	Trioza abdominalis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228819	Trioza agrophila	NT – Silmälläpidettävät	Kempit, Psyllomorpha
MX.228820	Trioza alacris	NA – Arviointiin soveltumattomat	Kempit, Psyllomorpha
MX.228821	Trioza anthrisci	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228822	Trioza apicalis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228823	Trioza cerastii	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228824	Trioza chenopodii	NT – Silmälläpidettävät	Kempit, Psyllomorpha
MX.228826	Trioza chrysanthemi	VU – Vaarantuneet	Kempit, Psyllomorpha
MX.228827	Trioza cirsii	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228828	Trioza dispar	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228829	Trioza flavipennis	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228830	Trioza galii – matarakemppi	NT – Silmälläpidettävät	Kempit, Psyllomorpha
MX.228831	Trioza remota – tammikemppi	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228832	Trioza rhamni – saaristokemppi	VU – Vaarantuneet	Kempit, Psyllomorpha
MX.228833	Trioza rotundata	NT – Silmälläpidettävät	Kempit, Psyllomorpha
MX.228835	Trioza urticae	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.228836	Trioza viridula	LC – Elinvoimaiset	Kempit, Psyllomorpha
MX.53042	Trialeurodes vaporariorum – ansarijauhiainen	NA – Arviointiin soveltumattomat	Jauhiaiset, Aleyrodomorpha
MX.200741	Bemisia tabaci – etelänjauhiainen	NA – Arviointiin soveltumattomat	Jauhiaiset, Aleyrodomorpha
MX.227991	Bemisia rosae	NA – Arviointiin soveltumattomat	Jauhiaiset, Aleyrodomorpha
MX.227988	Aleurolobus wunni	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.227990	Asterobemisia carpini	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.227994	Aleurotuberculatus similis europaeus	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.227996	Calluneyrodes callunae	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.227998	Pealius quercus	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.228000	Aleurochiton aceris	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.228004	Aleuroclava chittendeni	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.228006	Aleyrodes campanulae	DD – Puutteellisesti tunnetut	Jauhiaiset, Aleyrodomorpha
MX.228007	Aleyrodes lonicerae	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.228011	Aleyrodes proletella	LC – Elinvoimaiset	Jauhiaiset, Aleyrodomorpha
MX.228016	Adelges lapponicus	DD – Puutteellisesti tunnetut	Kirvat, Aphidomorpha
MX.228017	Adelges laricis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228018	Adelges tardus	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228023	Adelges pectinatae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228025	Adelges cooleyi	DD – Puutteellisesti tunnetut	Kirvat, Aphidomorpha
MX.228020	Adelges abietis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228021	Adelges viridis	DD – Puutteellisesti tunnetut	Kirvat, Aphidomorpha
MX.228028	Pineus cembrae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228029	Pineus pineoides	DD – Puutteellisesti tunnetut	Kirvat, Aphidomorpha
MX.228030	Pineus pini	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.289595	Pineus orientalis	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228033	Acanthochermes quercus	EN – Erittäin uhanalaiset	Kirvat, Aphidomorpha
MX.228035	Phylloxera coccinea	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228038	Mindarus abietinus	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228039	Mindarus obliquus	NT – Silmälläpidettävät	Kirvat, Aphidomorpha
MX.228042	Thelaxes dryophila	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228044	Glyphina betulae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228045	Glyphina jacutensis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228047	Glyphina pseudoschrankiana	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.52989	Cerataphis orchidearum	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228052	Hamamelistes betulinus	NT – Silmälläpidettävät	Kirvat, Aphidomorpha
MX.228054	Hormaphis betulae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228057	Anoecia corni	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.289615	Anoecia furcata	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228059	Anoecia vagans	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228060	Anoecia zirnitsi	NT – Silmälläpidettävät	Kirvat, Aphidomorpha
MX.228064	Eriosoma ulmi	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228066	Colopha compressa	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228068	Kaltenbachiella pallida	RE – Suomesta hävinneet	Kirvat, Aphidomorpha
MX.228070	Tetraneura ulmi	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228073	Pachypappa populi	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228074	Pachypappa tremulae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228075	Pachypappa vesicalis	DD – Puutteellisesti tunnetut	Kirvat, Aphidomorpha
MX.228076	Pachypappa warshavensis	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228078	Gootiella tremulae	RE – Suomesta hävinneet	Kirvat, Aphidomorpha
MX.228080	Pachypappella lactea	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228083	Prociphilus bumeliae	NT – Silmälläpidettävät	Kirvat, Aphidomorpha
MX.228085	Prociphilus pini	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228086	Prociphilus xylostei	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228089	Thecabius affinis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228091	Thecabius lysimachiae	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228094	Pemphigus borealis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228093	Pemphigus bursarius	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228095	Pemphigus fuscicornis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228096	Pemphigus immunis	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228097	Pemphigus passeki	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228098	Pemphigus populi	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228099	Pemphigus populinigrae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228100	Pemphigus saliciradicis	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228101	Pemphigus spyrothecae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228104	Baizongia pistaciae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228106	Geoica setulosa	EN – Erittäin uhanalaiset	Kirvat, Aphidomorpha
MX.228107	Geoica utricularia	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228110	Paracletus cimiciformis	EN – Erittäin uhanalaiset	Kirvat, Aphidomorpha
MX.228112	Forda formicaria	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228113	Forda marginata	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228115	Smynthurodes betae	VU – Vaarantuneet	Kirvat, Aphidomorpha
MX.228120	Drepanosiphum platanoidis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228124	Symydobius oblongus	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228126	Clethrobius comes	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228128	Euceraphis betulae	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228129	Euceraphis punctipennis	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228131	Callipterinella calliptera	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228132	Callipterinella minutissima	NA – Arviointiin soveltumattomat	Kirvat, Aphidomorpha
MX.228133	Callipterinella tuberculata	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228135	Calaphis arctica	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228136	Calaphis betulicola	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228137	Calaphis flava	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228139	Betulaphis brevipilosa	DD – Puutteellisesti tunnetut	Kirvat, Aphidomorpha
MX.228140	Betulaphis pelei	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228141	Betulaphis quadrituberculata	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228143	Monaphis antennata	LC – Elinvoimaiset	Kirvat, Aphidomorpha
MX.228147	Myzocallis coryli	LC – Elinvoimaiset	Kirvat, Aphidomorpha
